name,address,zip_code,city,phone,website,denomination
The Church of Jesus Christ of Latter-day Saints,West 130 North,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East 600 North,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,810 East 600 North,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,900 East,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,800 West,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East 200 North,84097,Orem,,,lds
Salem Hills High Seminary,SR-198,84653,Salem,,,lds
The Church of Jesus Christ of Latter-day Saints,East Center Street,84097,Orem,,,lds
Orem Community Church,400 East,84097,Orem,,,
CenterPoint Church,1550 Sandhill Road,84058,Orem,,,
The Church of Jesus Christ of Latter-day Saints,255 East 200 North,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,300 North 100 East,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,North Mojave Lane,84602,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,Timpview Drive,84602,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,105 1800 North,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,1000 Eagle Way,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East Salem Canal Road,84653,Salem,,,lds
The Church of Jesus Christ of Latter-day Saints,West 120 North,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East Heather Road,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,450 East 2000 North,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East 2000 North,84057,Lindon,,,lds
The Church of Jesus Christ of Latter-day Saints,East 1750 North,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,1000 North Main Street,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,1350 West,84058,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,612 West Pony Express Parkway,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,2101 North Providence Drive,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,1674 North 200 West,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,West 1890 North,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,100 North,84042,Lindon,,,lds
The Church of Jesus Christ of Latter-day Saints,Main Street,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,North 100 West,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,955 North 300 East,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,575 East 875 North,84097,Orem,,,lds
The Church of Jesus Christ of Latter Day Saints Seminary Building,North Main Street,84653,Salem,,,lds
Calvary City on A Hill,105 East 100 North,84601,Provo,,,nondenominational
The Church of Jesus Christ of Latter-day Saints,422 East Holdaway Road,84059,Vineyard,,,lds
The Church of Jesus Christ of Latter-day Saints,400 East 800 South,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,325 Canal Drive,84042,Lindon,,,lds
The Church of Jesus Christ of Latter-day Saints,8285 North Porters Crossing,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,3111 West 1390 North,84601,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,West 3700 North,84602,Provo,,,lds
"The Church of Jesus Christ of Latter-day Saints, Lindon West Stake",250 1600 North,84042,Lindon,,,lds
The Church of Jesus Christ of Latter-day Saints,North Harvest Moon Drive,,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,West 10400 North,84003,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,825 Loader Drive,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,Murdock Canal Trail,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,North 180 East,84602,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,South 100 West,84058,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,1149 North 300 West,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,Maple Street,84664,Mapleton,,,lds
The Church of Jesus Christ of Latter-day Saints,678 South 950 West,84663,Springville,,,lds
The Church of Jesus Christ of Latter-day Saints,East 3200 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,650 East 3200 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,South 250 West,84653,Salem,,,lds
The Church of Jesus Christ of Latter-day Saints,West Cactus Lane,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,West Harvest Hills Boulevard,,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,North Providence Drive,,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,7944 North Smith Ranch Road,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,250 South 580 East,84655,Santaquin,,,lds
The Church of Jesus Christ of Latter-day Saints,East 445 South,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,545 South 800 East,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,735 East 800 South,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,600 South 400 East,84097,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,1810 Springwater Drive,84059,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,600 North,84660,Spanish Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,100 West,84058,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,950 South 50 East,84058,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East 1100 South,84508,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,East 1000 South,84508,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,496 South River Way,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,West 900 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,West 300 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,South Pondside Drive,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,Devonshire Drive,84602,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,828 1600 North,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,North 500 East,84602,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,1020 East 1900 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,1174 1700 West,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,East 1500 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,7300 South,,Benjamin,,,lds
The Church of Jesus Christ of Latter-day Saints,East 1630 South,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,2150 North Pointe Meadow Drive,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,2195 N 100 East,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,North Chesterfield Drive,84003,Cedar Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,1320 3540 North,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,Cedar Hills Drive,84062,Cedar Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,3396 North 900 West,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,400 North,84062,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,637 300 North,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,6495 West Chapel Drive,84003,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,200 South,84042,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,West Center Street,,Genola,,,lds
The Church of Jesus Christ of Latter-day Saints,South Saratoga Road,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,200 South,84042,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,351 North 1200 West,84663,Springville,,,lds
The Church of Jesus Christ of Latter-day Saints,825 500 North,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,270 900 East,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,455 300 North,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,320 100 East,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,550 300 East,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,Murdock Drive,84042,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,535 East,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,500 North,84062,Pleasant Grove,,,lds
First Baptist Church,344 Center Street,84062,Pleasant Grove,,,baptist
The Church of Jesus Christ of Latter-day Saints,730 East,84062,Pleasant Grove,,,lds
The Church of Jesus Christ of Latter-day Saints,4335 West Cedar Hills Drive,84062,Cedar Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,4580 West Cedar Hills Drive,84062,Cedar Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,Bayhill Drive,84004,Cedar Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,10455 North Ironwood Drive,84062,Cedar Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,North Janie Lane,84004,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,North Wasatch Drive,84004,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,East Healey Boulevard,84004,Alpine,,,lds
The Church of Jesus Christ of Latter-day Saints,700 S Separated Bike Lanes,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,East Centennial Boulevard,84045,Saratoga Springs,,,lds
Faith Community Church,East Pony Express Parkway,,Eagle Mountain,,,
The Church of Jesus Christ of Latter-day Saints,650 North Nathan Barnes Street,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,507 West 700 North,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,North 680 West,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,North 540 West,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,North 400 West,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,West 1120 North,84003,American Fork,,,lds
American Fork Junior high school seminary,East 1120 North,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,1590 East 900 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,1200 East,84003,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,West 9600 North,84003,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,9600 North,84003,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,100 East,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,North 60 East,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,2178 1200 East,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,6000 West,84003,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,North Alpine Highway,84003,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,North 700 East,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,1920 North 500 West,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,721 West 2100 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,700 West 2600 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,381 300 East,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,600 South 100 West,84003,American Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,West 11800 North,84004,Highland,,,lds
The Church of Jesus Christ of Latter-day Saints,East Canyon Crest Road,84004,Alpine,,,lds
The Church of Jesus Christ of Latter-day Saints,200 West,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,600 South 500 West,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,475 West 700 South,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,108 West Lehi Ranch Road,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,300 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,1364 West 1870 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,1929 West 1500 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,700 South,84045,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,Powerline Trail,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,North Lake Mountain Road,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,East Canyon Road,84660,Spanish Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,West Lighthouse Drive,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,545 N 200 East,84655,Santaquin,,,lds
The Church of Jesus Christ of Latter-day Saints,North 1000 West Street,84664,Mapleton,,,lds
The Church of Jesus Christ of Latter-day Saints,3793 East Rose Hearty Lane,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,88 West Harbor Parkway,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,168 East Wayside Drive,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,1138 West 100 South Street,84660,Spanish Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,North Silver Lake Parkway,84045,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,North Woodhaven Boulevard,84045,Eagle Mountain,,,lds
La Iglesia Apostolica de la Fe en Jesucristo,Center Street,84601,Provo,,,
LDS Seminary Building,East Aviator Avenue,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,South Swainson Avenue,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,300 West,84653,Salem,,,lds
The Church of Jesus Christ of Latter-day Saints,460 West,84653,Salem,,,lds
The Church of Jesus Christ of Latter-day Saints,1998 West 900 North,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,49 Tanner Lane,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,70 Center Street,84633,Goshen,,,lds
The Church of Jesus Christ of Latter-day Saints,West High Bluff Meadow Lane,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,100 North,84655,Santaquin,,,lds
The Church of Jesus Christ of Latter-day Saints,2447 Ravencrest Lane,84043,Lehi,,,lds
The Church of Jesus Christ of Latter-day Saints,East 130 North,84660,Spanish Fork,,,lds
The Church of Jesus Christ of Latter-day Saints,7091 North Silver Creek Way,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,475 1600 West,84664,Mapleton,,,lds
The Church of Jesus Christ of Latter-day Saints,West 1020 South,84601,Provo,,,lds
The Church of Jesus Christ of Latter-day Saints,1000 North 600 West,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,1485 800 West,84057,Orem,,,lds
The Church of Jesus Christ of Latter-day Saints,233 School House Road,84045,Saratoga Springs,,,lds
Church of Jesus Christ of Latter Day Saints,69 North Narrows Lane,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,8273 North Simpson Springs Road,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,9475 North Mustang Way,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,South Woodland Hills Drive,84653,Woodland Hills,,,lds
The Church of Jesus Christ of Latter-day Saints,267 West Weatherby Drive,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,4338 East Inverness Lane,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,7241 North Ute Drive,84005,Eagle Mountain,,,lds
Eagle Mountain East Stake Center,7250 North Porters Crossing,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,East Smith Ranch Road,,Eagle Mountain,,,lds
Maranatha Christian Church,University Avenue,84603,Provo,,,
Community Congressional Church of Christ,175 North University Avenue,84601,Provo,,,
The Rock,100 South,84601,Provo,,,
Mapleton Junior High Seminary,East 800 North,84664,Mapleton,,,lds
The Church of Jesus Christ of Latter-day Saints,2011 East Oquirrh Ranch Parkway,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,8732 North Desert Canyon Road,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,3382 East Spring Mountain Drive,84005,Eagle Mountain,,,lds
The Church of Jesus Christ of Latter-day Saints,3261 Village Parkway,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,136 West Summerhill Drive,84045,Saratoga Springs,,,lds
The Church of Jesus Christ of Latter-day Saints,163 West Ring Road,84045,Saratoga Springs,,,lds
Wyview Park Chapel,2022 North 120 West,84604,Provo,,,lds
,200 South,84062,Pleasant Grove,,,lds
,100 West,84062,Pleasant Grove,,,lds
,842 1500 North,84062,Pleasant Grove,,,lds
,North Traverse Mountain Boulevard,,Lehi,,,lds
,North Heritage Hills Drive,84004,Alpine,,,catholic
,50 800 West,84058,Orem,,,lds
,670 Canyon Parkway,84097,Orem,,,
,400 East,84097,Orem,,,
,56 East 600 North,84042,Lindon,,,lds
,East 800 North Street,84660,Spanish Fork,,,baptist
,731 East Center Street,84042,Lindon,,,lds
,50 100 North,84663,Springville,,,
,South 250 West,84653,Salem,,,
,North 6900 West,84003,Highland,,,lds
,North 300 West,84043,Lehi,,,
,3200 North,84043,Lehi,,,
,1420 North,84062,Pleasant Grove,,,lds
,905 500 West,84062,Pleasant Grove,,,lds
,500 East,84003,American Fork,,,jehovahs_witness
,1028 1000 North,84062,Pleasant Grove,,,lds
,1300 West,84062,Pleasant Grove,,,lds
,700 East,84062,Pleasant Grove,,,lds
,500 North,84042,Lindon,,,lds
,745 600 West,84062,Pleasant Grove,,,lds
,400 East 400 North,84097,Orem,,,lds
,Timpview Drive,84602,Provo,,,lds
,South 2300 East,84660,Spanish Fork,,,
,North 350 West,84003,American Fork,,,lds
,30 South,84655,Santaquin,,,lds
,North 920 West Street,84660,Spanish Fork,,,lds
,South 800 East,84664,Mapleton,,,lds
,West 500 North,84601,Provo,,,jehovahs_witness
,East 750 South Street,84660,Spanish Fork,,,
,5214 West Country Club Drive,84003,Highland,,,lds
,East 800 North,84664,Mapleton,,,
,North 400 East Street,84664,Mapleton,,,
,West 450 South Street,84651,Payson,,,
